460,208,472,220,4
444,124,456,132,4
444,92,456,104,4
428,120,436,132,4
428,96,440,108,4
420,172,432,184,4
420,140,436,152,4
416,24,479,52,4
404,28,408,32,4
404,24,408,28,4
400,152,412,160,4
376,592,392,628,4
376,564,392,588,4
368,632,392,639,4
368,536,392,560,4
368,516,392,532,4
368,428,392,512,4
368,308,392,424,4
364,24,396,304,4
340,88,352,96,4
336,116,340,128,4
336,36,344,48,4
308,100,320,116,4
304,124,316,136,4
296,180,320,204,4
284,136,296,148,4
268,184,280,200,4
244,180,260,208,4
240,24,304,88,4
228,184,240,192,4
192,292,200,304,4
188,276,196,288,4
176,100,280,156,4
168,260,188,284,4
168,168,220,248,4
168,32,236,84,4
140,356,164,384,4
132,628,164,639,4
132,564,164,624,4
132,388,168,560,4
132,228,164,352,4
132,136,164,224,4
132,72,164,132,4
132,28,160,68,4
104,388,116,400,4
100,464,116,488,4
100,300,116,320,4
100,216,116,236,4
100,132,116,152,4
56,628,84,639,4
56,296,76,368,4
44,548,72,616,4
40,380,64,448,4
36,464,72,532,4
0,620,20,639,4
0,540,32,608,4
0,452,32,532,4
0,368,32,448,4
0,284,32,360,4
0,208,72,284,4
0,124,80,200,4
0,32,124,116,4
