476,28,479,44,2
452,28,464,40,2
380,576,388,588,2
376,432,392,488,2
376,388,392,408,2
372,632,388,639,2
372,500,388,512,2
368,412,392,424,2
368,308,392,376,2
368,200,392,304,2
364,24,392,192,2
228,52,236,64,2
224,108,236,120,2
168,184,176,208,2
140,484,164,560,2
140,408,168,472,2
140,356,160,384,2
132,628,164,639,2
132,564,164,624,2
132,388,164,404,2
132,292,164,352,2
132,136,168,292,2
132,72,164,132,2
132,28,160,68,2
100,300,112,312,4
100,216,116,236,4
100,132,116,148,4
56,628,84,639,4
56,604,64,616,4
56,296,76,368,4
48,572,64,584,4
44,548,72,568,4
40,464,72,532,4
40,380,64,448,4
16,584,32,600,4
0,620,20,639,4
0,540,20,568,4
0,484,32,532,4
0,456,20,480,4
0,372,32,444,4
0,288,32,360,4
0,208,72,284,4
0,124,80,200,4
0,36,112,116,4
