0,0,64,272
0,280,24,408
0,416,24,512
28,280,44,408
28,420,32,436
28,440,32,452
28,464,32,480
28,492,32,512
36,416,52,440
36,432,52,512
48,280,64,320
48,320,64,364
48,356,52,368
48,356,52,372
48,356,52,376
48,356,52,380
48,356,52,384
48,356,52,388
48,396,52,400
48,400,52,404
56,336,72,408
56,420,72,512
44,8,312,140
68,148,84,268
68,284,72,332
76,284,92,300
76,304,92,332
76,336,84,340
76,336,84,344
76,348,84,364
76,372,84,404
76,420,80,424
76,424,80,428
76,424,100,456
76,456,80,460
76,452,80,464
76,452,80,468
76,452,84,472
76,452,84,476
76,452,84,480
76,452,84,484
76,452,84,488
76,484,84,492
76,452,84,496
76,452,84,500
76,452,84,504
76,508,80,512
80,508,84,512
88,148,124,272
96,292,104,304
96,308,112,320
96,320,112,364
96,372,112,384
96,388,104,396
96,396,112,408
96,448,100,460
96,484,100,512
104,284,108,288
104,420,108,424
104,424,108,428
104,432,108,436
104,436,108,440
104,444,108,448
104,452,112,464
104,480,112,488
104,480,112,492
104,500,112,512
108,284,112,288
108,292,112,304
108,384,112,388
108,388,112,392
108,444,112,448
116,284,124,316
116,320,120,336
116,348,120,376
116,380,120,392
116,396,120,408
116,456,120,468
116,480,124,500
116,504,124,512
132,148,140,512
144,252,148,268
144,284,148,288
144,288,148,292
144,356,148,368
144,432,148,436
144,436,148,440
148,148,164,248
152,252,164,284
152,288,164,332
152,340,156,344
152,344,156,348
152,356,164,396
160,340,164,352
164,480,184,512
172,164,188,240
176,252,188,288
176,288,188,336
176,340,180,344
176,344,180,348
176,356,184,372
176,376,188,408
184,344,188,348
184,348,188,352
188,420,272,512
196,240,200,328
212,224,220,312
224,156,232,184
224,192,232,208
224,232,228,236
224,236,228,240
224,256,240,272
224,284,240,296
224,300,240,312
224,320,240,380
224,384,240,404
232,148,268,272
244,284,248,288
244,288,248,292
244,316,248,368
252,288,268,304
252,320,268,332
252,336,260,340
252,336,260,344
252,344,268,364
252,384,256,388
252,400,268,408
256,384,260,388
260,304,268,316
260,368,264,372
260,364,276,388
260,388,268,396
256,144,288,272
272,284,280,296
272,300,288,308
272,312,288,332
272,356,276,360
272,400,276,404
272,404,276,408
272,428,276,432
276,352,280,356
292,144,296,156
292,160,296,164
292,164,296,168
292,176,296,200
292,316,296,320
292,324,308,336
292,348,300,360
292,380,296,404
296,316,300,320
296,440,300,444
296,448,304,456
296,464,304,484
296,488,304,500
296,504,304,512
300,156,308,164
300,168,308,172
300,168,308,176
300,144,512,272
300,284,308,300
300,364,304,368
300,440,304,444
304,316,308,320
304,320,308,324
304,364,308,368
312,284,316,288
312,288,316,292
312,296,316,336
312,344,316,356
312,372,316,384
312,400,316,404
312,404,316,408
312,496,316,508
320,0,512,140
320,284,336,300
320,284,336,304
320,312,332,320
320,332,324,336
320,336,324,340
320,344,324,348
320,352,336,384
320,312,332,324
324,344,328,348
324,420,328,432
324,484,328,496
328,396,332,400
328,404,332,408
332,332,336,336
332,336,336,340
332,396,336,400
332,404,336,408
332,424,336,428
332,428,336,432
332,436,336,464
332,484,344,512
340,284,344,288
340,292,356,316
340,312,356,368
340,372,344,376
340,376,344,380
340,420,344,432
340,436,344,452
340,456,344,480
344,284,348,288
348,368,352,372
348,376,356,380
348,376,356,384
348,400,352,404
352,284,356,288
352,288,356,292
352,368,356,372
352,396,356,400
360,284,364,288
360,292,376,360
360,364,364,392
364,284,368,288
368,356,376,364
368,360,376,368
368,380,376,388
368,404,376,408
368,404,376,412
368,444,376,448
368,444,376,452
368,456,372,460
368,468,376,512
372,456,376,460
380,284,404,384
380,396,384,408
380,428,388,464
380,484,388,496
380,508,384,512
384,508,388,512
388,380,396,388
388,384,396,392
388,396,404,412
392,420,408,448
392,452,408,464
392,468,396,472
392,468,408,512
400,288,416,324
400,284,416,324
408,328,424,412
412,420,448,512
420,284,484,412
432,420,456,468
456,420,476,496
460,500,476,512
480,424,512,512
496,292,512,376
496,384,504,392
496,400,512,412
508,284,512,316
508,348,512,380
508,348,512,384
508,348,512,388
508,348,512,392
508,348,512,396
