0,0,116,456,4
0,464,152,512,2
132,392,140,452,4
140,0,180,456,2
156,464,180,512,2
184,464,272,512,2
188,0,196,456,4
204,0,220,40,1
204,56,224,120,1
204,120,224,180,1
204,184,224,372,1
204,376,228,456,1
228,0,244,36,1
232,88,236,140,4
232,192,260,320,2
236,328,240,348,2
236,352,240,424,2
236,428,240,444,2
236,448,240,452,2
236,452,240,456,2
244,328,260,452,2
248,0,272,48,1
248,56,452,184,2
264,192,280,320,2
264,328,288,452,2
276,464,328,512,2
280,0,284,16,4
284,192,328,320,2
292,0,300,20,2
292,328,308,452,2
304,0,360,48,2
312,328,336,452,2
332,192,364,320,2
332,460,452,512,2
340,392,348,400,2
340,392,372,452,2
344,364,372,396,2
348,332,352,336,2
348,336,352,340,2
348,344,352,360,2
360,328,372,344,2
360,348,364,360,2
368,192,448,320,2
368,356,372,368,2
372,0,500,48,2
376,328,380,340,2
376,348,380,380,2
376,388,380,408,2
376,412,380,448,2
384,328,400,344,2
384,348,388,352,2
384,352,388,356,2
384,348,408,412,2
384,408,412,452,2
404,328,420,344,2
412,348,428,452,2
424,336,428,340,2
424,340,428,344,2
432,328,436,340,2
432,348,448,432,2
432,432,440,452,2
456,56,464,512,4
472,56,492,156,1
472,160,492,192,1
472,196,492,244,1
472,264,488,304,1
472,328,512,512,4
476,248,488,260,1
496,72,512,108,1
496,112,512,156,1
496,156,512,260,1
496,264,512,320,1
504,0,512,48,2
