0,0,80,268
0,276,32,364
0,368,28,548
0,552,28,816
0,788,4,820
0,788,4,824
0,788,4,828
0,832,28,1024
20,360,28,368
16,344,32,396
32,992,48,1024
36,288,52,356
36,360,52,388
36,392,48,440
36,444,48,492
36,500,48,544
36,564,52,584
36,588,48,664
36,668,48,704
36,704,40,708
36,708,40,712
36,716,44,744
36,748,40,764
36,796,40,800
36,800,40,804
36,840,44,884
36,888,44,896
36,940,40,944
36,944,40,948
36,952,48,972
36,976,48,1008
48,796,52,800
48,800,52,804
52,516,68,544
52,848,64,872
52,968,68,1024
56,288,72,312
56,320,72,336
56,340,72,396
56,400,68,460
56,468,68,508
56,564,68,704
56,700,68,740
56,752,60,756
56,756,60,760
56,764,64,784
56,792,64,816
56,880,64,892
56,936,60,948
56,952,64,964
64,764,68,776
72,448,88,504
72,508,80,528
72,564,80,576
72,564,88,688
72,692,88,716
72,840,84,852
72,860,84,868
72,892,76,896
72,896,76,900
72,904,76,916
72,940,88,972
72,980,88,1012
72,1016,88,1024
76,288,112,412
76,408,84,416
76,412,84,420
76,416,84,424
76,420,84,428
76,424,84,432
76,428,84,436
76,720,80,724
76,724,80,728
76,720,88,752
76,756,88,772
76,776,88,816
76,872,84,884
76,928,84,936
80,432,88,440
80,536,88,544
80,892,84,916
84,32,100,272
76,404,88,444
84,508,88,524
88,20,92,24
88,24,92,28
92,848,96,852
92,852,96,856
92,864,108,948
92,956,104,1000
92,1004,108,1024
96,416,108,516
96,520,108,536
96,564,108,576
96,588,108,640
96,656,108,700
96,712,108,776
96,792,104,812
100,840,104,844
100,844,104,848
104,20,124,84
104,88,120,248
104,252,120,272
108,956,124,968
108,976,116,1000
112,696,124,728
112,736,124,812
112,848,116,864
112,876,124,896
112,900,124,948
112,1004,124,1016
116,292,128,336
116,340,128,372
116,376,128,404
116,408,128,432
116,436,128,532
116,536,120,540
116,540,120,544
116,564,128,600
116,600,120,604
116,604,120,608
116,616,124,632
116,644,124,688
120,836,124,868
120,976,124,1000
124,20,140,124
124,132,140,152
124,160,160,232
124,236,140,272
124,524,128,536
128,836,144,868
128,876,144,916
128,928,144,936
128,996,144,1024
132,292,148,356
132,360,148,416
132,564,144,600
132,636,144,732
132,736,148,816
132,940,136,944
132,944,136,948
132,956,136,968
132,972,144,988
136,420,148,484
136,488,148,520
136,524,148,544
136,604,144,632
140,944,144,964
144,20,160,108
144,112,160,164
144,236,156,272
148,700,164,728
148,736,164,792
152,292,168,412
152,416,168,464
152,564,164,588
152,596,164,628
152,636,164,680
152,660,156,684
152,660,164,692
152,796,168,820
152,840,164,872
152,876,164,900
152,908,164,916
152,932,164,964
152,964,156,968
152,972,164,1008
152,1012,164,1024
160,916,164,932
164,20,196,220
164,216,172,224
164,220,172,228
164,224,172,232
164,228,172,236
164,232,172,240
164,248,176,276
168,836,180,848
168,836,180,852
168,856,176,872
168,904,176,912
164,144,180,244
172,312,176,324
172,384,188,468
172,496,188,548
172,568,180,580
172,588,176,592
172,592,176,596
172,596,184,636
172,636,184,652
